1500,Fabricação de calçados e de artefatos de couro,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.0,2.0,0.2,0.2,25.0,0.2,0.2,0.2,0.2,4.0,estimativa_julgamental,baixa,FIESC_CALCADOS;HIPOTESE,São João Batista ancora o fator de Tijucas; demais polos são hipóteses.
1600,Fabricação de produtos da madeira,0.5,0.5,2.0,5.0,0.5,7.0,5.0,0.5,8.0,6.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,estimativa_julgamental,baixa,FIESC_MADEIRA;FIESC_OESTE,Distribuição estimada da base madeireira.
1700,"Fabricação de celulose, papel e produtos de papel",0.3,0.3,0.3,4.0,0.3,12.0,2.0,0.3,5.0,5.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,estimativa_julgamental,baixa,FIESC_MADEIRA;HIPOTESE,Papel e celulose próximos da base florestal; fatores inferidos.
1800,Impressão e reprodução de gravações,1.0,1.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,estimativa_julgamental,baixa,HIPOTESE,Impressão: demanda urbana e empresarial presumida.
1991,Refino de petróleo e coquerias,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.0,0.2,0.2,0.2,0.2,1.0,0.2,0.2,0.2,0.2,4.0,8.0,0.2,estimativa_julgamental,muito_baixa,HIPOTESE,Hipótese de coquerias no Sul; terminais de petróleo não tratados como refinarias.
1992,Fabricação de biocombustíveis,3.0,4.0,3.0,2.0,3.0,0.4,0.4,0.4,2.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,estimativa_julgamental,muito_baixa,HIPOTESE,Biocombustíveis: proximidade presumida de insumos agropecuários; baixa confiança.
2091,"Fabricação de químicos orgânicos e inorgânicos, resinas e elastômeros",0.5,0.5,0.5,0.5,0.5,0.5,0.5,4.0,0.5,0.5,0.5,2.0,0.5,0.5,0.5,0.5,0.5,2.0,3.0,0.5,estimativa_julgamental,baixa,HIPOTESE,Química básica: proximidade industrial presumida.
2092,"Fabricação de defensivos, desinfestantes, tintas e químicos diversos",0.7,0.7,0.7,0.7,0.7,0.7,0.7,3.0,0.7,0.7,0.7,2.0,0.7,0.7,0.7,0.7,0.7,2.0,5.0,0.7,estimativa_julgamental,baixa,HIPOTESE,Tintas e químicos: hipótese de integração com manufaturas.
2093,"Fabricação de produtos de limpeza, cosméticos/perfumaria e higiene pessoal",1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.5,1.0,1.0,estimativa_julgamental,baixa,HIPOTESE,Limpeza e cosméticos: mercados urbanos presumidos.
2100,Fabricação de produtos farmoquímicos e farmacêuticos,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.0,0.5,0.5,0.5,2.0,0.5,0.5,0.5,5.0,0.5,3.0,0.5,0.5,estimativa_julgamental,baixa,HIPOTESE,Fármacos: hipótese de infraestrutura técnica e urbana; não inventário de fábricas.
2200,Fabricação de produtos de borracha e de material plástico,0.6,0.6,0.6,0.6,0.6,0.6,0.6,5.0,0.6,0.6,0.6,2.0,0.6,0.6,0.6,0.6,0.6,3.0,4.0,0.6,estimativa_julgamental,baixa,FIESC_HISTORIA;HIPOTESE,"Plásticos dispersos, com reforço industrial estimado."
2300,Fabricação de produtos de minerais não metálicos,0.3,0.3,0.3,0.3,0.3,2.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,12.0,0.3,0.3,4.0,8.0,3.0,estimativa_julgamental,baixa,FIESC_HISTORIA;TIJUCAS,Cerâmica Sul e Tijucas; demais minerais agregados por hipótese.
2491,"Produção de ferro gusa/ferroligas, siderurgia e tubos de aço sem costura",0.3,0.3,0.3,0.3,0.3,0.3,0.3,7.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.0,3.0,0.3,estimativa_julgamental,baixa,HIPOTESE,Siderurgia presumida nos polos metalúrgicos; peso não observado.
2492,Metalurgia de metais não ferosos e a fundição de metais,0.3,0.3,0.3,0.3,0.3,0.3,0.3,10.0,0.3,0.3,4.0,2.0,0.3,0.3,0.3,0.3,0.3,0.3,2.0,0.3,estimativa_julgamental,baixa,FIESC_HISTORIA;HIPOTESE,Fundição e metais: extensão estimada do polo metalmecânico.
2500,"Fabricação de produtos de metal, exceto máquinas e equipamentos",0.7,2.0,0.7,0.7,0.7,0.7,0.7,5.0,0.7,0.7,3.0,2.0,0.7,0.7,0.7,0.7,0.7,0.7,2.0,0.7,estimativa_julgamental,baixa,FIESC_HISTORIA;HIPOTESE,Produtos de metal: polos industriais e fornecedores presumidos.
2600,"Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",0.3,2.0,0.3,0.3,0.3,0.3,0.3,5.0,0.3,0.3,0.3,3.0,0.3,0.3,0.3,9.0,0.3,0.3,0.3,0.3,estimativa_julgamental,baixa,ACATE;HIPOTESE,Eletrônica aproximada pelos polos tecnológicos; software não é fabricação.
2700,Fabricação de máquinas e equipamentos elétricos,0.3,0.3,0.3,0.3,0.3,0.3,0.3,12.0,0.3,0.3,0.3,3.0,0.3,0.3,0.3,2.0,0.3,0.3,0.3,0.3,estimativa_julgamental,baixa,FIESC_HISTORIA;HIPOTESE,Equipamentos elétricos no Norte; intensidades inferidas.
2800,Fabricação de máquinas e equipamentos mecânicos,0.5,3.0,0.5,2.0,0.5,0.5,0.5,7.0,0.5,0.5,4.0,3.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,estimativa_julgamental,baixa,FIESC_HISTORIA;FIESC_OESTE,Máquinas: reforço estimado de polos industriais.
2991,"Fabricação de automóveis, caminhões e ônibus, exceto peças",0.05,0.05,0.05,2.0,0.05,0.05,0.05,20.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1.0,0.05,estimativa_julgamental,baixa,BMW;HIPOTESE,Araquari confirmado antes de 2015; outras produções agregadas são hipóteses.
2992,Fabricação de peças e acessórios para veículos automotores,0.3,0.3,0.3,0.3,0.3,0.3,0.3,10.0,0.3,0.3,4.0,2.0,0.3,0.3,0.3,0.3,0.3,0.3,2.0,0.3,estimativa_julgamental,baixa,BMW;HIPOTESE,Autopeças: proximidade presumida de montagem e metalmecânica.
3000,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.0,0.2,0.2,0.2,0.2,10.0,0.2,0.2,2.0,0.2,2.0,0.2,0.2,estimativa_julgamental,baixa,FIESC_PORTOS;HIPOTESE,Transporte não automotivo: hipótese de produção naval costeira.
3180,Fabricação de móveis e de produtos de indústrias diversas,0.6,2.0,0.6,3.0,0.6,4.0,15.0,0.6,3.0,3.0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,estimativa_julgamental,baixa,FIESC_MADEIRA;FIESC_OESTE,Móveis com polo em São Bento; outras indústrias agregadas ao mesmo perfil.
3300,"Manutenção, reparação e instalação de máquinas e equipamentos",1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,estimativa_julgamental,baixa,HIPOTESE,Manutenção segue demanda industrial e logística presumida.
3500,"Energia elétrica, gás natural e outras utilidades",1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,5.0,1.0,1.0,estimativa_julgamental,baixa,WIKI_ENERGIA;HIPOTESE,"Geração e utilidades: reforço de Tubarão; hidroeletricidade e redes aproximadas. Fator de produção, não de carbono."
3680,"Água, esgoto e gestão de resíduos",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.3,1.5,1.0,1.0,1.8,1.0,1.0,1.0,1.0,estimativa_julgamental,baixa,HIPOTESE,Saneamento: demanda urbana presumida.
4180,Construção,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.2,1.0,1.0,estimativa_julgamental,baixa,WIKI_FLORIPA;HIPOTESE,Construção: reforço presumido do litoral urbano.
4580,Comércio por atacado e varejo,1.0,1.5,1.0,1.3,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.3,1.0,1.0,1.0,1.0,estimativa_julgamental,baixa,HIPOTESE,Comércio: centralidade regional e logística presumidas.
4900,Transporte terrestre,1.0,2.0,1.5,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.5,1.0,1.0,estimativa_julgamental,baixa,FIESC_PORTOS;HIPOTESE,Transporte terrestre: conexão presumida de polos produtivos e portos.
5000,Transporte aquaviário,0.05,0.05,0.05,0.05,0.05,0.05,0.05,8.0,0.05,0.05,0.05,0.05,12.0,0.05,0.05,1.0,0.05,5.0,0.05,0.05,estimativa_julgamental,baixa,FIESC_PORTOS,Concentração portuária; sede de transportadora e movimentação não são equivalentes.
5100,Transporte aéreo,0.05,4.0,0.05,1.0,0.05,0.05,0.05,3.0,0.05,0.05,0.05,0.05,8.0,0.05,0.05,12.0,0.05,0.05,0.05,0.05,estimativa_julgamental,baixa,HIPOTESE,"Transporte aéreo: aproximação por aeroportos, não por sede de companhia."
5280,"Armazenamento, atividades auxiliares dos transportes e correio",0.3,2.0,0.3,0.3,0.3,0.3,0.3,5.0,0.3,0.3,0.3,0.3,10.0,0.3,0.3,2.0,0.3,3.0,0.3,0.3,estimativa_julgamental,baixa,FIESC_PORTOS;HIPOTESE,Armazenamento e apoio: concentração logística estimada.
5500,Alojamento,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,2.0,0.7,0.7,5.0,0.7,1.5,5.0,2.0,2.0,0.7,2.0,estimativa_julgamental,baixa,WIKI_FLORIPA;HIPOTESE,Alojamento: litoral e turismo serrano/rural presumidos.
5600,Alimentação,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,1.0,1.0,2.5,1.0,1.0,2.5,1.0,1.3,1.0,1.3,estimativa_julgamental,baixa,WIKI_FLORIPA;HIPOTESE,Alimentação acompanha turismo e mercados urbanos.
5800,Edição e edição integrada à impressão,0.8,1.5,0.8,0.8,0.8,0.8,0.8,2.0,0.8,0.8,0.8,2.0,0.8,0.8,0.8,4.0,0.8,0.8,0.8,0.8,estimativa_julgamental,baixa,HIPOTESE,Edição: concentração urbana presumida.
5980,"Atividades de televisão, rádio, cinema e  gravação/edição de som e imagem",0.5,2.0,0.5,0.5,0.5,0.5,0.5,2.0,0.5,0.5,0.5,2.0,0.5,0.5,0.5,6.0,0.5,0.5,1.5,0.5,estimativa_julgamental,baixa,HIPOTESE,Mídia: centralidade da capital e polos regionais presumida.
6100,Telecomunicações,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8,1.0,1.0,1.0,1.7,1.4,1.0,1.0,3.0,1.0,1.0,1.0,1.0,estimativa_julgamental,baixa,ACATE;HIPOTESE,Telecom: perfil urbano inferido; polos de TI são apenas contexto.
6280,Desenvolvimento de sistemas e outros serviços de informação,0.5,2.0,0.5,0.5,0.5,0.5,0.5,4.0,0.5,0.5,2.0,5.0,0.5,0.5,0.5,8.0,0.5,0.5,1.5,0.5,estimativa_julgamental,baixa,ACATE,Software e informação: polos documentados; multiplicadores julgamentais.
6480,"Intermediação financeira, seguros e previdência complementar",0.8,1.5,0.8,0.8,0.8,0.8,0.8,2.0,0.8,0.8,0.8,2.0,1.5,0.8,0.8,4.0,0.8,0.8,0.8,0.8,estimativa_julgamental,baixa,HIPOTESE,Finanças: sedes e mercados urbanos presumidos.
6800,Atividades imobiliárias,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.8,1.0,1.4,1.0,1.3,estimativa_julgamental,baixa,WIKI_FLORIPA;HIPOTESE,Imobiliário: reforço litorâneo presumido; inclui aluguéis imputados.
6980,"Atividades jurídicas, contábeis, consultoria e sedes de empresas ",0.7,1.5,0.7,0.7,0.7,0.7,0.7,3.0,0.7,0.7,0.7,2.0,2.0,0.7,0.7,4.0,0.7,0.7,0.7,0.7,estimativa_julgamental,baixa,HIPOTESE,Serviços empresariais: sedes e centralidade presumidas.
7180,"Serviços de arquitetura, engenharia, testes/análises técnicas e P & D",0.7,1.5,0.7,0.7,0.7,0.7,0.7,3.0,0.7,0.7,0.7,2.0,0.7,0.7,0.7,5.0,0.7,0.7,2.0,0.7,estimativa_julgamental,baixa,ACATE;HIPOTESE,Engenharia e P&D: integração presumida com tecnologia e indústria.
7380,"Outras atividades profissionais, científicas e técnicas",1.0,1.3,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.8,1.5,1.0,1.0,3.0,1.0,1.0,1.0,1.0,estimativa_julgamental,baixa,HIPOTESE,Outros serviços técnicos: concentração urbana moderada.
7700,Aluguéis não imobiliários e gestão de ativos de propriedade intelectual,1.0,1.5,1.0,1.0,1.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,2.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,estimativa_julgamental,baixa,HIPOTESE,Aluguéis de equipamentos: demanda empresarial presumida.
7880,Outras atividades administrativas e serviços complementares,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.5,1.8,1.0,1.0,2.5,1.0,1.0,1.0,1.0,estimativa_julgamental,baixa,HIPOTESE,Serviços administrativos: mercados urbanos presumidos.
8000,"Atividades de vigilância, segurança e investigação",1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.4,2.0,1.0,1.0,2.0,1.0,1.0,1.3,1.0,estimativa_julgamental,baixa,HIPOTESE,Segurança: demanda industrial e urbana presumida.
8400,"Administração pública, defesa e seguridade social",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,estimativa_julgamental,baixa,VAB;HIPOTESE,Administração: reforço da capital; não mede empregos públicos municipais.
8591,Educação pública,1.0,1.2,1.0,1.2,1.0,1.0,1.0,1.0,1.0,1.2,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,estimativa_julgamental,baixa,VAB;HIPOTESE,Educação pública: perfil difuso com polos de ensino presumidos.
8592,Educação privada,0.8,2.0,0.8,0.8,0.8,0.8,0.8,2.0,0.8,0.8,0.8,2.0,1.8,0.8,0.8,3.0,0.8,1.8,1.8,0.8,estimativa_julgamental,baixa,HIPOTESE,Educação privada: centros regionais presumidos.
8691,Saúde pública,1.0,1.5,1.0,1.4,1.0,1.0,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,1.0,1.8,1.0,1.0,1.3,1.0,estimativa_julgamental,baixa,VAB;HIPOTESE,"Saúde pública: rede regional presumida, sem contagem de leitos."
8692,Saúde privada,0.8,2.0,0.8,0.8,0.8,0.8,0.8,2.0,0.8,0.8,0.8,2.0,1.5,0.8,0.8,3.0,0.8,0.8,1.7,0.8,estimativa_julgamental,baixa,HIPOTESE,Saúde privada: centralidade regional presumida.
9080,"Atividades artísticas, criativas e de espetáculos",0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1.5,0.8,2.0,3.0,0.8,0.8,4.0,0.8,0.8,0.8,0.8,estimativa_julgamental,baixa,WIKI_FLORIPA;HIPOTESE,Cultura e lazer: turismo e centralidade presumidos.
9480,Organizações associativas e outros serviços pessoais,1.0,1.2,1.0,1.0,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.3,1.2,1.0,1.0,1.6,1.0,1.0,1.0,1.0,estimativa_julgamental,baixa,HIPOTESE,Serviços pessoais e associações: demanda urbana presumida.
9700,Serviços domésticos,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,1.0,1.0,1.0,1.2,1.8,1.0,1.3,2.0,1.0,1.0,1.0,1.0,estimativa_julgamental,baixa,HIPOTESE,"Serviços domésticos: demanda residencial presumida, não emprego observado."
